genome.genome_id	genome.genome_name	genome.genome_quality	genome.genome_status	genome.patric_cds	genome.genome_length	genome.checkm_completeness	genome.checkm_contamination	genome.contigs	genome.contig_n50	genome.contig_l50	genome.coarse_consistency	genome.fine_consistency
1313.14903	Streptococcus pneumoniae strain 3063STDY5801675	Good	WGS	2308	2128245	99.8	0	58	86531	8	99.1	98.7
1313.14910	Streptococcus pneumoniae strain 3063STDY5801678	Good	WGS	2097	1994425	99.8	0	35	89909	6	99.4	99
1313.14912	Streptococcus pneumoniae strain 3063STDY5861118	Good	WGS	2146	2030743	100	0	25	161107	5	99.4	98.9
1313.14914	Streptococcus pneumoniae strain 3063STDY5801683	Good	WGS	2180	2061953	99.8	0.2	21	175377	4	99.8	99.2
1313.14918	Streptococcus pneumoniae strain 3063STDY5801737	Good	WGS	2188	2053793	99.5	0.2	25	190440	4	99.6	99.2
1313.14924	Streptococcus pneumoniae strain 3063STDY5801689	Good	WGS	2164	2057678	100	0	32	109888	6	99.9	99
1313.14925	Streptococcus pneumoniae strain 3063STDY5801690	Good	WGS	2245	2121730	100	0	36	141200	6	99.3	98.7
1313.14926	Streptococcus pneumoniae strain 3063STDY5801691	Good	WGS	2272	2124718	99.8	0	39	96155	6	99.5	99
1313.14929	Streptococcus pneumoniae strain 3063STDY5801694	Good	WGS	2170	2014251	99.8	0.2	23	163467	4	99.4	99
1313.14933	Streptococcus pneumoniae strain 3063STDY5801697	Good	WGS	2158	2067445	100	0	39	120270	7	99.2	98.7
1313.14932	Streptococcus pneumoniae strain 3063STDY5801698	Good	WGS	2158	2014542	100	0.3	24	172935	5	99.4	99
1313.14935	Streptococcus pneumoniae strain 3063STDY5801699	Good	WGS	2222	2106478	100	0.2	43	94241	9	99.5	98.7
1313.14936	Streptococcus pneumoniae strain 3063STDY5801701	Good	WGS	2300	2144534	100	0.1	40	121184	6	99.3	98.4
1313.14938	Streptococcus pneumoniae strain 3063STDY5801704	Good	WGS	2195	2051610	100	0	25	139775	5	99.6	99.1
1313.14940	Streptococcus pneumoniae strain 3063STDY5801706	Good	WGS	2167	2046522	100	0	21	193202	4	99.7	99.3
1313.14946	Streptococcus pneumoniae strain 3063STDY5801713	Good	WGS	2306	2126383	99.5	0.9	75	55076	13	99.3	99
1313.14949	Streptococcus pneumoniae strain 3063STDY5801716	Good	WGS	2273	2120446	100	1	43	122168	6	99.3	98.4
1313.14950	Streptococcus pneumoniae strain 3063STDY5801717	Good	WGS	2198	2052535	100	0.2	25	131621	5	99.8	99.3
1313.14951	Streptococcus pneumoniae strain 3063STDY5801718	Good	WGS	2278	2122123	100	0	44	69375	8	99.5	98.9
1313.14952	Streptococcus pneumoniae strain 3063STDY5801719	Good	WGS	2251	2116368	100	0.1	37	145631	5	99.6	99
1313.14954	Streptococcus pneumoniae strain 3063STDY5861142	Good	WGS	2085	1997397	100	0	35	77948	8	99.4	99
1313.14956	Streptococcus pneumoniae strain 3063STDY5801725	Good	WGS	2275	2139006	99.8	0.5	51	101412	9	99.6	99
1313.14964	Streptococcus pneumoniae strain 3063STDY5801729	Good	WGS	2299	2120325	100	0	32	190019	4	99.7	99.3
1313.14965	Streptococcus pneumoniae strain 3063STDY5861158	Good	WGS	2277	2136033	100	0	43	87462	10	99.3	98.9
1313.14966	Streptococcus pneumoniae strain 3063STDY5801731	Good	WGS	2223	2098777	99.8	0.3	48	70931	11	99.6	99
1313.14967	Streptococcus pneumoniae strain 3063STDY5801759	Good	WGS	2194	2084208	100	0.3	28	129253	5	99.3	98.6
1313.14968	Streptococcus pneumoniae strain 3063STDY5861174	Good	WGS	2273	2095317	100	0	35	86198	6	99.6	99.2
1313.14969	Streptococcus pneumoniae strain 3063STDY5861087	Good	WGS	2344	2169416	100	0	48	86278	9	99.3	98.8
1313.14970	Streptococcus pneumoniae strain 3063STDY5801758	Good	WGS	2223	2103232	99.7	0	42	86418	9	99.6	99
1313.14974	Streptococcus pneumoniae strain 3063STDY5801762	Good	WGS	2271	2123639	100	0	46	80261	8	99.4	98.9
1313.14975	Streptococcus pneumoniae strain 3063STDY5801763	Good	WGS	2186	2061312	100	0	24	221979	4	99.6	99.1
1313.14979	Streptococcus pneumoniae strain 3063STDY5801766	Good	WGS	2216	2105613	100	0	31	124233	7	99.3	98.5
1313.14997	Streptococcus pneumoniae strain 3063STDY5801782	Good	WGS	2198	2080147	100	0.2	39	85559	9	99.3	98.8
1313.14998	Streptococcus pneumoniae strain 3063STDY5801783	Good	WGS	2201	2080666	100	0.2	41	84297	10	99.3	98.8
1313.15003	Streptococcus pneumoniae strain 3063STDY5801792	Good	WGS	2255	2117193	100	0.1	35	136400	6	99.6	99
1313.15006	Streptococcus pneumoniae strain 3063STDY5861111	Good	WGS	2247	2111959	100	0.3	35	176245	5	99.3	98.8
1313.15007	Streptococcus pneumoniae strain 3063STDY5861103	Good	WGS	2195	2061133	100	0	21	294167	3	99.6	99.1
1313.15008	Streptococcus pneumoniae strain 3063STDY5801795	Good	WGS	2323	2164776	100	0	40	85986	10	99.3	98.8
1313.15009	Streptococcus pneumoniae strain 3063STDY5801794	Good	WGS	2205	2096319	100	0.2	38	133137	6	99.4	98.7
1313.15011	Streptococcus pneumoniae strain 3063STDY5801797	Good	WGS	2182	2082537	100	0.2	31	128044	5	99.7	98.9
1313.15014	Streptococcus pneumoniae strain 3063STDY5801801	Good	WGS	2078	1996399	100	0	29	179144	5	99.5	99
1313.15015	Streptococcus pneumoniae strain 3063STDY5801802	Good	WGS	2138	2022080	100	0.2	33	121120	7	99.5	98.7
1313.15018	Streptococcus pneumoniae strain 3063STDY5801805	Good	WGS	2277	2139447	100	0	35	94579	6	99.3	98.9
1313.15021	Streptococcus pneumoniae strain 3063STDY5801807	Good	WGS	2213	2096659	99.8	0.2	31	125880	8	99.5	98.7
1313.15025	Streptococcus pneumoniae strain 3063STDY5801815	Good	WGS	2163	2081419	100	0.2	30	153503	5	99.6	98.8
1313.15030	Streptococcus pneumoniae strain 3063STDY5801809	Good	WGS	2158	2061541	100	0.3	37	86744	9	99.6	99
1313.15033	Streptococcus pneumoniae strain 3063STDY5801821	Good	WGS	2220	2088424	99.9	0	36	135940	5	99.5	98.8
1313.15041	Streptococcus pneumoniae strain 3063STDY5861127	Good	WGS	2296	2135388	100	0.2	93	43708	14	99.3	98.7
1314.472	Streptococcus pyogenes strain M3KCL	Good	WGS	1981	1864059	100	1.7	60	170443	4	99.9	99.3
1314.473	Streptococcus pyogenes strain SC05	Good	WGS	1884	1805776	100	0	25	203944	3	99.9	99.8
1314.474	Streptococcus pyogenes strain WB155	Good	WGS	1941	1861224	100	0	22	223456	4	99.9	99.9
119602.145	Streptococcus dysgalactiae subsp. equisimilis strain T642	Good	WGS	2138	2095612	100	0.9	80	77249	7	99.4	98.8
1335.25	Streptococcus equinus strain Sb13	Good	WGS	1840	1878198	99.5	0.7	14	455848	2	99.5	99
28037.281	Streptococcus mitis strain RH_12363_08	Good	WGS	1984	1984277	99.8	0	21	263920	3	99.9	99.6
28037.282	Streptococcus mitis strain RH_43861_09	Good	WGS	1828	1849671	100	1.1	23	223515	3	99.9	99.4
28037.283	Streptococcus mitis strain OD_317805_11	Good	WGS	2123	2063983	100	0.3	60	99788	7	99.9	99.2
28037.284	Streptococcus mitis strain RH_17439_08	Good	WGS	1977	1908049	99.8	2.6	33	236463	4	99.9	99.1
28037.287	Streptococcus mitis strain B_009152_10	Good	WGS	2160	2038108	99.3	1.1	85	56157	11	99.9	99.4
28037.288	Streptococcus mitis strain B_5756_13	Good	WGS	1896	1896604	99.8	0	27	496399	2	99.9	99.6
1947564.3	Streptococcus sp. UBA4344	Good	WGS	1931	1922507	99.3	2.9	49	64599	10	99.5	98.3
760744.3	Streptococcus pneumoniae GA02714	Good	WGS	2328	2197693	99.8	0.6	22	172640	5	99.1	98.5
760755.3	Streptococcus pneumoniae GA07643	Good	WGS	2206	2127739	99.1	1.2	6	1168444	1	99.4	98.3
760764.3	Streptococcus pneumoniae GA11426	Good	WGS	2305	2184712	99.7	1.5	13	295504	3	99.6	98.7
760765.3	Streptococcus pneumoniae GA11663	Good	WGS	2306	2172336	99.4	1.6	13	249456	4	99.1	98
760766.3	Streptococcus pneumoniae GA11856	Good	WGS	2152	2044969	95.4	3	27	342013	3	97.3	96.1
760771.3	Streptococcus pneumoniae GA13455	Good	WGS	2192	2108421	99.7	1.1	10	1097940	1	99.3	98.4
760775.3	Streptococcus pneumoniae GA13856	Good	WGS	2100	2046490	100	0.8	10	454410	2	99.5	99
760780.3	Streptococcus pneumoniae GA16242	Good	WGS	2180	2069630	99.8	0.7	12	231016	2	99.4	98.7
760781.3	Streptococcus pneumoniae GA16531	Good	WGS	2315	2137484	99.5	5.9	16	345621	3	99.2	97.1
760784.3	Streptococcus pneumoniae GA17227	Good	WGS	2344	2165694	99.4	4.3	11	361222	2	99.2	97.5
760785.3	Streptococcus pneumoniae GA17301	Good	WGS	2257	2139666	100	0.7	10	342728	3	99.4	98.8
760786.3	Streptococcus pneumoniae GA17371	Good	WGS	2240	2078708	99.4	5.6	15	293322	3	99.3	97.6
760788.3	Streptococcus pneumoniae GA17484	Good	WGS	2111	2037743	98.9	0.3	6	724467	2	99.4	98.7
760791.3	Streptococcus pneumoniae GA17570	Good	WGS	2281	2119821	99.2	1.5	9	432759	2	99.3	98.8
760792.3	Streptococcus pneumoniae GA17719	Good	WGS	2200	2148253	99.4	0.9	12	583737	2	99.3	98.6
760795.3	Streptococcus pneumoniae GA18523	Good	WGS	2200	2104116	99.7	3	14	503923	2	99.3	98.2
760797.3	Streptococcus pneumoniae GA19077	Good	WGS	2284	2156791	99.2	2.5	12	265092	3	98.9	97.8
760798.3	Streptococcus pneumoniae GA19101	Good	WGS	2153	2066129	99.5	0.7	17	259195	4	99.6	98.9
760802.3	Streptococcus pneumoniae GA19998	Good	WGS	2268	2137965	100	1.1	7	627889	2	99.4	98.8
760804.3	Streptococcus pneumoniae GA40183	Good	WGS	2203	2139157	99.7	0.2	9	290812	3	99.3	98.6
760811.3	Streptococcus pneumoniae GA41410	Good	WGS	2516	2207610	99.5	7.3	16	277184	3	98.8	95.8
760816.3	Streptococcus pneumoniae GA43257	Good	WGS	2224	2118472	99.8	0.5	11	1403651	1	99.3	98.9
760821.3	Streptococcus pneumoniae GA44194	Good	WGS	2201	2106850	99.7	2.2	11	519035	2	99.1	98.2
760826.3	Streptococcus pneumoniae GA44500	Good	WGS	2380	2185242	99.7	3.5	17	422146	2	99.6	98.1
760828.3	Streptococcus pneumoniae GA47033	Good	WGS	2180	2106476	98.6	1.4	10	540003	2	99.5	98.7
760830.3	Streptococcus pneumoniae GA47210	Good	WGS	2203	2122377	100	0.2	7	393854	3	99.2	98.7
760831.3	Streptococcus pneumoniae GA47281	Good	WGS	2177	2105648	99.5	1.3	16	273575	3	99.3	98.4
760832.3	Streptococcus pneumoniae GA47283	Good	WGS	2231	2061946	99.8	5.9	16	170377	4	99.7	97.9
760833.3	Streptococcus pneumoniae GA47360	Good	WGS	2220	2159207	99.7	0.3	16	336333	3	99.3	98.5
760838.3	Streptococcus pneumoniae GA47461	Good	WGS	2072	2047242	99.1	0.3	7	533986	2	99.4	99.1
760839.3	Streptococcus pneumoniae GA47502	Good	WGS	2428	2300260	99.8	1.1	18	206373	4	99.3	98.4
760840.3	Streptococcus pneumoniae GA47522	Good	WGS	2164	2110379	99.5	0.3	11	346478	3	99.1	98.3
760841.3	Streptococcus pneumoniae GA47562	Good	WGS	2137	2063325	100	0.5	12	429005	2	99.4	99
760845.3	Streptococcus pneumoniae GA47751	Good	WGS	2285	2160389	99.7	0.9	11	472002	3	99.1	98.2
760846.3	Streptococcus pneumoniae GA47760	Good	WGS	2056	2023877	99.7	0.1	14	373869	3	99.1	98.5
760851.3	Streptococcus pneumoniae GA49138	Good	WGS	2205	2110369	99.5	0.9	12	316956	3	99	98
760858.3	Streptococcus pneumoniae GA52612	Good	WGS	2157	2090476	98.9	0.2	10	516494	2	99.1	98.8
760869.3	Streptococcus pneumoniae 7286-06	Good	WGS	2154	2082559	99.8	1.2	13	251665	3	99.3	98.7
760871.3	Streptococcus pneumoniae 5652-06	Good	WGS	2147	2080889	100	0.6	13	477965	2	99.4	98.7
760878.3	Streptococcus pneumoniae EU-NP02	Good	WGS	2188	2110309	99.4	0.6	13	395482	2	99	98.4
1313.9643	Streptococcus pneumoniae strain SB50	Good	WGS	2127	2013043	99.5	0.3	217	13904	41	99	98.5
1313.9940	Streptococcus pneumoniae strain Th_5	Good	WGS	2163	2055658	100	0.2	172	21194	30	99.3	98.7
1313.9878	Streptococcus pneumoniae strain Kor_16	Good	WGS	2129	1999886	99.8	0.2	221	15596	38	99.1	98.4
1313.9881	Streptococcus pneumoniae strain Kor_910	Good	WGS	2047	1887773	99.6	1.5	318	8769	65	99.2	98.2
1313.9879	Streptococcus pneumoniae strain Kor_28	Good	WGS	2134	2037684	99.8	0.2	192	19962	33	99.3	98.4
1313.9877	Streptococcus pneumoniae strain Kor_148	Good	WGS	2122	2011872	100	0.3	198	17934	33	99.2	98.5
1313.9705	Streptococcus pneumoniae strain 1842	Good	WGS	2126	2006555	99.8	0.3	212	15360	36	99.1	98.3
1313.9849	Streptococcus pneumoniae strain 412	Good	WGS	2194	2038580	100	0	245	12757	45	98.9	98.2
1313.9830	Streptococcus pneumoniae strain 1788	Good	WGS	2100	1982777	99.8	0.2	225	14310	41	99.1	98.4
1313.9869	Streptococcus pneumoniae strain DG116	Good	WGS	2179	2069166	100	0.5	179	21501	30	99.2	98.3
1313.9599	Streptococcus pneumoniae strain HK_P1	Good	WGS	2158	2072003	99.5	0.5	147	24309	28	99.1	98.4
1313.9932	Streptococcus pneumoniae strain SI_M1	Good	WGS	2176	2094615	100	0.2	138	26829	25	99.2	98.6
1313.9580	Streptococcus pneumoniae strain HK_P57	Good	WGS	2165	2087881	100	0.5	159	22329	30	99.2	98.6
1313.9883	Streptococcus pneumoniae strain Mal_M12	Good	WGS	2188	2092949	100	0.2	165	20235	28	99.3	98.5
1313.9675	Streptococcus pneumoniae strain DG29	Good	WGS	2182	2098956	99.7	0.5	144	24489	27	99.3	98.6
1313.9676	Streptococcus pneumoniae strain DG80	Good	WGS	2188	2094906	100	1.1	158	23212	29	99.3	98.4
1313.9707	Streptococcus pneumoniae strain 2098	Good	WGS	2160	2083985	99.8	0.3	160	24430	27	99.2	98.6
1313.9865	Streptococcus pneumoniae strain BM4200	Good	WGS	2212	2104386	100	0.3	160	21267	32	99.3	98.3
1313.9826	Streptococcus pneumoniae strain 1392-96	Good	WGS	2297	2166561	100	0	169	21678	30	99.1	98.4
1313.9634	Streptococcus pneumoniae strain 135-94	Good	WGS	2240	2134278	100	0	147	24137	28	99.1	98.7
1313.9720	Streptococcus pneumoniae strain 4114	Good	WGS	2169	2086182	100	0	143	24118	26	99.2	98.7
1313.9728	Streptococcus pneumoniae strain 6039	Good	WGS	2179	2095860	100	0.2	148	27139	26	99.1	98.6
1313.9558	Streptococcus pneumoniae strain PMEN1_4605	Good	WGS	2229	2125920	100	0.3	157	22783	29	99.1	98.3
1313.9904	Streptococcus pneumoniae strain SA10	Good	WGS	2269	2162409	100	0.2	174	22346	33	99.2	98.6
1313.9578	Streptococcus pneumoniae strain SA6	Good	WGS	2212	2113010	99.5	0.2	173	19709	34	99.1	98.5
1313.9911	Streptococcus pneumoniae strain SA21	Good	WGS	2177	2092881	100	0	167	20260	34	99.3	98.6
1313.9913	Streptococcus pneumoniae strain SA27	Good	WGS	2219	2126872	100	0	155	24044	31	99.2	98.6
1313.9907	Streptococcus pneumoniae strain SA140	Good	WGS	2282	2164533	100	0.2	162	23136	29	99.2	98.6
1313.9659	Streptococcus pneumoniae strain SA150	Good	WGS	2237	2120537	100	0.3	195	16258	36	99.2	98.5
1313.9661	Streptococcus pneumoniae strain SA149	Good	WGS	2296	2169924	100	0.2	156	24106	30	99.2	98.6
1313.9554	Streptococcus pneumoniae strain 3413	Good	WGS	2231	2127266	100	0.1	152	24353	28	99.1	98.4
1313.9842	Streptococcus pneumoniae strain 3296	Good	WGS	2201	2105274	100	0.1	151	24165	26	99.2	98.4
1313.9553	Streptococcus pneumoniae strain 2934	Good	WGS	2294	2170949	100	0	160	24010	30	99.1	98.5
1313.9549	Streptococcus pneumoniae strain 2905	Good	WGS	2334	2192275	100	0.2	148	24529	28	99.1	98.5
1313.9559	Streptococcus pneumoniae strain 3901	Good	WGS	2207	2120560	100	0	153	24009	27	99.1	98.5
1313.9783	Streptococcus pneumoniae strain 24478	Good	WGS	2171	2085610	100	0.2	159	23195	29	99.1	98.4
1313.9605	Streptococcus pneumoniae strain 23841	Good	WGS	2185	2092061	99.5	0.2	149	24090	27	99.3	98.6
1313.9833	Streptococcus pneumoniae strain 23805	Good	WGS	2179	2098865	100	0.2	143	24033	27	99.2	98.6
1313.9600	Streptococcus pneumoniae strain 23782	Good	WGS	2222	2130006	100	0.2	147	26530	26	99.2	98.6
1313.9924	Streptococcus pneumoniae strain SB18	Good	WGS	2127	1992636	99.4	1.6	289	10555	57	99.1	98.1
1313.9929	Streptococcus pneumoniae strain SB3	Good	WGS	2195	2085692	100	0	183	19522	33	99.1	98.4
1313.9931	Streptococcus pneumoniae strain SB6	Good	WGS	2176	2047394	99.9	0.2	213	14059	41	99	98.6
1313.9712	Streptococcus pneumoniae strain 3350	Good	WGS	2162	2086032	100	0.2	145	25260	25	99.2	98.4
1313.9574	Streptococcus pneumoniae strain 2231	Good	WGS	2188	2100113	100	0.2	137	24525	25	99.2	98.6
1313.9909	Streptococcus pneumoniae strain SA146	Good	WGS	2195	2112706	99.5	0	149	24105	29	99.1	98.7
1313.9871	Streptococcus pneumoniae strain H050300113	Good	WGS	2214	2128966	100	0	151	24396	29	99.2	98.5
1313.9729	Streptococcus pneumoniae strain H08016017901	Good	WGS	2158	2072116	100	0	142	27737	24	99.3	98.8
1313.9882	Streptococcus pneumoniae strain LIV_5	Good	WGS	2211	2129299	100	0	147	24509	28	99.1	98.5
1313.9789	Streptococcus pneumoniae strain H050340158	Good	WGS	2190	2097196	100	0	149	24158	28	99.1	98.4
1313.9738	Streptococcus pneumoniae strain 11919	Good	WGS	2198	2106898	100	0.2	151	24057	25	99.1	98.4
1313.9817	Streptococcus pneumoniae strain 11883	Good	WGS	2158	2089057	100	0	139	28150	25	99.2	98.7
1313.9736	Streptococcus pneumoniae strain 11876	Good	WGS	2168	2082709	100	0.2	143	24486	23	99.1	98.5
1313.9815	Streptococcus pneumoniae strain 11875	Good	WGS	2178	2092313	100	0.2	138	26830	25	99.1	98.6
1313.9735	Streptococcus pneumoniae strain 11868	Good	WGS	2236	2104190	99.8	0.6	235	13227	41	99.2	98.4
1313.9814	Streptococcus pneumoniae strain 11867	Good	WGS	2233	2126580	100	0.2	145	26818	26	99.2	98.5
1313.9823	Streptococcus pneumoniae strain 11937	Good	WGS	2268	2130084	98.9	0.2	159	23208	28	99.1	98.5
1313.9779	Streptococcus pneumoniae strain 13150	Good	WGS	2156	2031338	99.8	1.4	248	11895	48	99.1	98.4
1313.9781	Streptococcus pneumoniae strain 13804	Good	WGS	2189	2092675	100	0.1	162	22159	31	99.1	98.5
1313.9741	Streptococcus pneumoniae strain 11930	Good	WGS	2246	2131701	98.9	0	159	24496	29	99.1	98.5
1313.9731	Streptococcus pneumoniae strain 11934	Good	WGS	2167	2100729	100	0	144	24589	26	99.1	98.5
1313.9759	Streptococcus pneumoniae strain VIII-6	Good	WGS	2205	2127046	99.5	0	155	24076	26	99.1	98.5
1313.9760	Streptococcus pneumoniae strain X-8	Good	WGS	2246	2138814	100	0.2	148	26829	26	99.2	98.6
1313.9767	Streptococcus pneumoniae strain 35_HIM	Good	WGS	2226	2131260	100	0	158	23119	29	99.1	98.5
1313.9770	Streptococcus pneumoniae strain 109_HIM	Good	WGS	2166	2088944	100	0	156	24320	27	99.1	98.5
1313.9853	Streptococcus pneumoniae strain 76_HIM	Good	WGS	2173	2091853	100	0	151	24429	27	99.1	98.5
1313.9851	Streptococcus pneumoniae strain 61_CMN	Good	WGS	2210	2113058	99.8	0	158	21757	30	98.9	98.2
1313.9768	Streptococcus pneumoniae strain 46_HIM	Good	WGS	2215	2119785	99.5	0	148	24388	28	99.1	98.5
1313.9762	Streptococcus pneumoniae strain 257	Good	WGS	2159	2089132	100	0	154	22340	28	99.1	98.5
1313.9683	Streptococcus pneumoniae strain Clev_2	Good	WGS	2220	2131866	100	0	152	24015	29	99.1	98.5
1313.9941	Streptococcus pneumoniae strain UR_112	Good	WGS	2175	2091328	100	0	154	23124	29	99.1	98.5
1313.9942	Streptococcus pneumoniae strain UR_208	Good	WGS	2168	2091566	100	0	140	24525	27	99.1	98.5
1313.9764	Streptococcus pneumoniae strain ARG_740	Good	WGS	2218	2128354	100	0	152	22336	30	99.2	98.5
1313.9809	Streptococcus pneumoniae strain 11126	Good	WGS	2175	2088618	100	0.2	137	24509	27	99.3	98.7
1313.9810	Streptococcus pneumoniae strain 04-2922	Good	WGS	2244	2133870	99.5	0	140	27216	25	99.1	98.7
1314.808	Streptococcus pyogenes strain NCTC12051	Good	WGS	1757	1786441	100	0.9	2	1777110	1	99.9	99.3
33040.4	Streptococcus milleri strain NCTC11063	Good	WGS	1935	1943143	97.9	0.8	2	1917364	1	99.5	98.6
119602.196	Streptococcus dysgalactiae subsp. equisimilis strain NCTC11564	Good	WGS	2448	2435012	100	2.6	2	2423080	1	99.1	98.5
1311.1755	Streptococcus agalactiae strain NCTC11242	Good	WGS	2056	2100771	100	0.9	2	2091863	1	99.8	99.6
1314.820	Streptococcus pyogenes strain NCTC12061	Good	WGS	1809	1837322	100	0	2	1822151	1	100	99.8
40041.60	Streptococcus equi subsp. zooepidemicus strain NCTC4676	Good	WGS	2141	2109071	100	0.3	2	2104860	1	99.9	99.9
1163302.3	Streptococcus anginosus T5	Good	WGS	1742	1789216	98.6	0.8	42	99521	6	99.6	98.9
1352602.3	Streptococcus equi subsp. zooepidemicus S31A1	Good	WGS	1952	1959199	96.8	0	92	28298	21	98.6	98.5
1260129.3	Streptococcus iniae KCTC 11634BP	Good	WGS	1887	1995338	98.8	1.4	174	46103	14	99.5	99
888833.3	Streptococcus australis ATCC 700641	Good	WGS	1997	2129953	98	0.7	6	2121533	1	98.5	97.8
1263110.4	Streptococcus thermophilus CAG:236	Good	WGS	1887	1631962	97.6	4.6	66	62164	8	99.6	98.8
1313.14093	Streptococcus pneumoniae strain SPN_23	Good	WGS	2293	2119003	100	0.9	68	46531	14	99.3	98.9
1313.14100	Streptococcus pneumoniae strain SPN_15	Good	WGS	2164	2068455	100	1.4	59	80845	9	99.8	98.6
1313.14104	Streptococcus pneumoniae strain SPN_24	Good	WGS	2273	2145108	100	1.2	64	58919	13	99.6	98.5
1313.14105	Streptococcus pneumoniae strain SPN_19	Good	WGS	2118	2048449	100	0.5	63	62494	13	100	99.4
1313.14107	Streptococcus pneumoniae strain SPN_10	Good	WGS	2183	2080601	100	1.7	66	55398	13	99.3	98.4
1313.14111	Streptococcus pneumoniae strain SPN_05	Good	WGS	2193	2070185	100	1.6	67	58322	13	99.7	98.9
1313.14112	Streptococcus pneumoniae strain SPN_06	Good	WGS	2125	2035596	100	2.2	68	47724	13	99.4	98.8
1313.14139	Streptococcus pneumoniae strain PMEN-16	Good	WGS	2354	2133733	99.8	0.2	308	27265	25	99.6	98.8
1313.14141	Streptococcus pneumoniae strain Hermans-1012	Good	WGS	2219	2050754	100	0	286	32303	22	99.9	99.3
1313.14146	Streptococcus pneumoniae strain Hermans-121	Good	WGS	2315	2080247	100	0	277	31120	23	99.5	98.8
1313.14149	Streptococcus pneumoniae strain PMEN-24	Good	WGS	2126	1996476	100	0	245	34578	19	99.6	99.1
1313.14152	Streptococcus pneumoniae strain Hermans-278	Good	WGS	2152	2027562	100	0.2	198	37222	16	99.4	99
1313.14155	Streptococcus pneumoniae strain PMEN-7	Good	WGS	2389	2115314	100	0.2	340	25629	25	99.3	98.7
1313.14162	Streptococcus pneumoniae strain Hermans-1652	Good	WGS	2318	2112164	100	0.2	310	28268	27	99.5	99.1
1313.14166	Streptococcus pneumoniae strain PMEN-6	Good	WGS	2441	2195915	99.1	0.3	336	30225	26	99.6	99
1313.14170	Streptococcus pneumoniae strain PMEN-3	Good	WGS	2379	2108614	100	0.2	352	26145	24	99.4	99
1313.14173	Streptococcus pneumoniae strain Hermans-847	Good	WGS	2304	2077985	100	0	303	32559	23	99.6	99.1
1313.14180	Streptococcus pneumoniae strain Hermans-889	Good	WGS	2252	2055213	100	0	288	29645	22	99.6	98.8
1313.14181	Streptococcus pneumoniae strain PMEN-9	Good	WGS	2233	2048267	100	0.1	272	30616	23	99.6	99
1313.14186	Streptococcus pneumoniae strain PMEN-17	Good	WGS	2267	2055563	100	0.5	314	24614	27	99.5	98.9
1313.14190	Streptococcus pneumoniae strain Hermans-313	Good	WGS	2421	2124941	100	0.9	350	24428	28	99.6	98.5
1313.14194	Streptococcus pneumoniae strain Hermans-484	Good	WGS	2267	2072112	100	0	287	27071	24	99.6	98.7
1313.14196	Streptococcus pneumoniae strain Hermans-1530	Good	WGS	2383	2126486	100	0.3	377	28655	24	99.3	98.7
1313.14203	Streptococcus pneumoniae strain Hermans-491	Good	WGS	2189	2027203	100	0	257	39793	17	99.6	99.1
1313.14204	Streptococcus pneumoniae strain Hermans-1379	Good	WGS	2219	2055706	100	0	283	31846	21	99.9	99.3
1313.14210	Streptococcus pneumoniae strain Hermans-934	Good	WGS	2321	2129660	100	0.3	325	24893	27	99.3	99
1313.14211	Streptococcus pneumoniae strain Hermans-1020	Good	WGS	2510	2209013	100	0.2	386	24144	28	99.3	98.9
1313.14212	Streptococcus pneumoniae strain Hermans-168	Good	WGS	2204	2006989	100	0.2	263	33278	20	99.4	99
1313.14213	Streptococcus pneumoniae strain Hermans-722	Good	WGS	2341	2129766	99.7	1.5	272	30210	24	99.3	99
1313.14215	Streptococcus pneumoniae strain Hermans-345	Good	WGS	2367	2084777	100	0.2	333	26963	26	99.5	98.8
1313.14218	Streptococcus pneumoniae strain Hermans-1399	Good	WGS	2524	2126980	100	0.2	490	25498	27	99.6	99
1313.14225	Streptococcus pneumoniae strain Hermans-732	Good	WGS	2385	2122934	100	0.2	293	25490	24	99.7	99.3
1313.14224	Streptococcus pneumoniae strain Hermans-926	Good	WGS	2256	2060702	100	0.2	319	33097	22	99.8	99.5
1313.14230	Streptococcus pneumoniae strain Hermans-563	Good	WGS	2325	2104681	100	0.3	293	30623	22	99.4	98.8
1313.14245	Streptococcus pneumoniae strain Hermans-607	Good	WGS	2395	2100529	100	0.3	361	26468	28	99.6	99
1313.14246	Streptococcus pneumoniae strain Hermans-1591	Good	WGS	2288	2083929	100	0.6	309	28067	25	99.8	99.1
1313.14248	Streptococcus pneumoniae strain Hermans-43	Good	WGS	2411	2148717	100	0.1	339	27997	28	99.5	99
1313.14253	Streptococcus pneumoniae strain Hermans-784	Good	WGS	2387	2139442	100	0	306	26610	25	99.6	98.7
1313.14255	Streptococcus pneumoniae strain Hermans-78	Good	WGS	2198	2027241	100	0.2	231	33181	21	99.4	99
1313.14265	Streptococcus pneumoniae strain Hermans-9	Good	WGS	2300	2086876	100	0.1	331	28270	25	99.4	98.6
1313.14266	Streptococcus pneumoniae strain Hermans-948	Good	WGS	2299	2101174	100	0.2	288	27089	24	99.7	98.8
1313.14267	Streptococcus pneumoniae strain Hermans-394	Good	WGS	2298	2105379	100	0	287	30683	20	99.5	99.1
1313.14270	Streptococcus pneumoniae strain Hermans-1122	Good	WGS	2305	2092402	100	0	315	27006	24	99.8	99.3
1313.14271	Streptococcus pneumoniae strain Hermans-219	Good	WGS	2428	2126956	100	2.3	431	19006	36	99.5	98
