genome.genome_id	genome.additional_metadata	genome.altitude	genome.antimicrobial_resistance	genome.antimicrobial_resistance_evidence	genome.assembly_accession	genome.assembly_method	genome.bioproject_accession	genome.biosample_accession	genome.biovar	genome.body_sample_site	genome.body_sample_subsite	genome.cds	genome.cds_ratio	genome.cell_shape	genome.checkm_completeness	genome.checkm_contamination	genome.chromosomes	genome.class	genome.coarse_consistency	genome.collection_date	genome.collection_year	genome.common_name	genome.completion_date	genome.contig_l50	genome.contig_n50	genome.contigs	genome.core_families	genome.core_family_ratio	genome.culture_collection	genome.date_inserted	genome.date_modified	genome.depth	genome.disease	genome.family	genome.fine_consistency	genome.gc_content	genome.genbank_accessions	genome.genome_id	genome.genome_length	genome.genome_name	genome.genome_quality	genome.genome_quality_flags	genome.genome_status	genome.genus	genome.geographic_location	genome.gram_stain	genome.habitat	genome.host_age	genome.host_gender	genome.host_health	genome.host_name	genome.hypothetical_cds	genome.hypothetical_cds_ratio	genome.isolation_comments	genome.isolation_country	genome.isolation_site	genome.isolation_source	genome.kingdom	genome.latitude	genome.longitude	genome.missing_core_family_ids	genome.mlst	genome.motility	genome.ncbi_project_id	genome.nearest_genomes	genome.optimal_temperature	genome.order	genome.organism_name	genome.other_clinical	genome.other_environmental	genome.other_typing	genome.outgroup_genomes	genome.owner	genome.oxygen_requirement	genome.p2_genome_id	genome.partial_cds	genome.partial_cds_ratio	genome.pathovar	genome.patric_cds	genome.phylum	genome.plasmids	genome.plfam_cds	genome.plfam_cds_ratio	genome.public	genome.publication	genome.reference_genome	genome.refseq_accessions	genome.refseq_cds	genome.refseq_project_id	genome.rrna	genome.salinity	genome.sequencing_centers	genome.sequencing_depth	genome.sequencing_platform	genome.sequencing_status	genome.serovar	genome.species	genome.sporulation	genome.sra_accession	genome.strain	genome.taxon_id	genome.taxon_lineage_ids	genome.taxon_lineage_names	genome.taxonomy	genome.temperature_range	genome.text	genome.trna	genome.type_strain	genome.user_read	genome.user_write
1137134.3					GCA_000442845.1		PRJNA81819	SAMEA3138808				2792	1.03	Cocci	99.5	4.7	0	Bacilli	99.8			Lactococcus_lactis_subsp_lactis_A12	2013-07-15T00:00:00Z	6	140174	42				2014-12-08T22:11:55.297Z	2015-03-16T03:17:09.594Z			Streptococcaceae	98	35.3	CBLU00000000	1137134.3	2700005	Lactococcus lactis subsp. lactis A12	Good		WGS	Lactococcus		Positive	Multiple					924	0.33	isolated from sourdough bread			sourdough bread; cheese starter	Bacteria					No	PRJNA81819		30C	Lactobacillales	Lactococcus lactis subsp. lactis A12					PATRIC	Microaerophilic	231586	0	0		2792	Firmicutes	0	2766	0.99	1			-	2831		12	NonHalophilic	LMGM du CNRS			WGS		Lactococcus lactis subsp. lactis	No		A12	1137134	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::1137134	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis A12	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis A12	Mesophilic		56			
1360.93					GCF_000703145.1	HGAP v. 2.0.1	PRJNA239124	SAMN02841213				2537	1.02		100	3.7		Bacilli	99.9			Lactococcus_lactis_subsp_lactis	2014-06-11T00:00:00Z	1	2480811	1				2016-01-17T15:35:35.964Z	2016-01-17T15:35:35.964Z			Streptococcaceae	98.5	35.12	JNLP01000000	1360.93	2480811	Lactococcus lactis subsp. lactis strain 511	Good		Complete	Lactococcus								778	0.31					Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2537	Firmicutes		2537	1	1						19		DOE Joint Genome Institute	Unknown	Illumina HiSeq 2000; PacBio RS			Lactococcus lactis subsp. lactis		SRR3756808,SRR3756809,SRR3756810	511	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis			67			
1360.94					GCF_001437565.1	SOAPdenovo v. 2	PRJNA222257	SAMN02797796				2255	1		100	1.4		Bacilli	99.9	1873	1873	Lactococcus_lactis_subsp_lactis	2015-11-06T00:00:00Z	5	117890	45				2016-01-17T17:46:30.925Z	2016-01-17T17:46:30.925Z			Streptococcaceae	99.2	34.91	JQCM01000000	1360.94	2245449	Lactococcus lactis subsp. lactis strain LMG 7760	Good		WGS	Lactococcus								602	0.27					Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2271	Firmicutes		2251	1	1	26415554			2124		4		Shanghai Majorbio	100x	Illumina MiSeq; Illumina HiSeq			Lactococcus lactis subsp. lactis			LMG 7760	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis			50			
1358.140	sample_type:cell culture::collected_by:Sonja Blasche				GCA_002276665.1	SPAdes v. 3.10.0	PRJNA375758	SAMN06718485				2944	1.09		100	1.6		Bacilli	99.9	2016	2016	Lactococcus_lactis	2017-08-29T00:00:00Z	7	139020	193				2017-09-28T21:26:49.391Z	2017-09-28T21:26:49.391Z			Streptococcaceae	99.6	34.96	NCWV00000000	1358.140	2705276	Lactococcus lactis strain OG2	Good		WGS	Lactococcus	Germany							1054	0.36		Germany		kefir	Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2944	Firmicutes		2911	0.99	1				2784		2		EMBL	132.85x	Illumina HiSeq			Lactococcus lactis			OG2	1358	131567::2::1783272::1239::91061::186826::1300::1357::1358	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis			56			
44688.14					GCF_000721865.2	IDBA v. Nov-2014; Velvet v. Nov-2014	PRJNA247972	SAMN02796569				2241	1	Bacilli	96.1	0.6		Bacilli	98.7	2013	2013	Lactococcus_lactis_subsp_lactis_bv_diacetylactis	2015-09-11T00:00:00Z	10	70594	48				2016-01-17T15:36:18.852Z	2016-01-17T15:36:18.852Z			Streptococcaceae	98	34.83	JNCC02000000	44688.14	2245404	Lactococcus lactis subsp. lactis bv. diacetylactis strain GL2	Good		WGS	Lactococcus	Algeria							607	0.27		Algeria		Dromedary milk	Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2252	Firmicutes		2229	0.99	1	26586883					1		Bioifnormatik, Biozentrum, Uni Wuerzburg	40.0x	Illumina MiSeq			Lactococcus lactis subsp. lactis			GL2	44688	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::44688	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis bv. diacetylactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis bv. diacetylactis			41			
1234601.3					GCA_000447905.1	Celera Assembler v. 6.1	PRJNA175670	SAMN02472113	diacetylactis			2654	1.06	Cocci	100	1.6	0	Bacilli	99.6			Lactococcus_lactis_subsp_lactis_bv_diacetylactis_str_TIFN2	2013-08-19T00:00:00Z	16	46957	143				2014-12-08T22:11:55.396Z	2015-03-16T03:17:09.594Z			Streptococcaceae	98.7	35.1	ATBF00000000	1234601.3	2505069	Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN2	Good		WGS	Lactococcus	Netherlands	Positive						755	0.28	isolated from a natural starter culture used in cheese manufacturing	Netherlands		propagated starter culture used in cheese manufacturing; cheese starter	Bacteria						PRJNA175670			Lactobacillales	Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN2					PATRIC		308963	0	0		2654	Firmicutes	0	2654	1	1			-	2521		19		Top Institute Food and Nutrition	22.0x	454 GS-FLX Titanium	WGS		Lactococcus lactis subsp. lactis			TIFN2	1234601	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::44688::1234601	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis bv. diacetylactis::Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis bv. diacetylactis; Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN2	Mesophilic		60			
1363.18					GCA_000820425.1		PRJEB7069	SAMEA2766081				2286	1.01		100	1.5		Bacilli	98.2			Lactococcus_garvieae	2014-10-21T00:00:00Z	1	1512971	13				2015-03-12T13:42:42.206Z	2015-03-16T03:17:09.594Z			Streptococcaceae	97.7	37.69	CCXC00000000	1363.18	2253704	Lactococcus garvieae M14	Good		WGS	Lactococcus								828	0.36					Bacteria									Lactobacillales						PATRIC			0	0		2286	Firmicutes		2286	1	1	-		-	2281		5		URMITE					Lactococcus garvieae			M14	1363	131567::2::1783272::1239::91061::186826::1300::1357::1363	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus garvieae	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus garvieae			45			
1363.19					GCA_000820405.1		PRJEB7069	SAMEA2713350				2287	1.01		100	1.5		Bacilli	98.2			Lactococcus_garvieae	2014-10-21T00:00:00Z	1	1512971	13				2015-03-12T13:42:42.540Z	2015-03-16T03:17:09.594Z			Streptococcaceae	97.7	37.69	CCXF00000000	1363.19	2253704	Lactococcus garvieae MT14	Good		WGS	Lactococcus								829	0.36					Bacteria									Lactobacillales						PATRIC			0	0		2287	Firmicutes		2287	1	1	-		-	2281		5		URMITE					Lactococcus garvieae			M14	1363	131567::2::1783272::1239::91061::186826::1300::1357::1363	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus garvieae	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus garvieae			45			
1363.32	collected_by:Jin Go				GCF_000978865.1	GS De Novo Assembler v. 2.8	PRJNA257444	SAMN02951679				1981	1.01	Cocci	100	1.5		Bacilli	98.2	May-2011	2011	Lactococcus_garvieae	2015-04-23T00:00:00Z	8	77049	53				2016-01-17T15:54:41.890Z	2016-01-17T15:54:41.890Z			Streptococcaceae	97.6	38.13	JPUJ01000000	1363.32	1958879	Lactococcus garvieae strain Lg-ilsanpaik-gs201105	Good		WGS	Lactococcus	South Korea: Goyang	Positive	HostAssociated			acute acalculous cholecystitis	Human, Homo sapiens	618	0.31		South Korea		gall bladder	Bacteria					No			37C	Lactobacillales						PATRIC@patricbrc.org	Facultative		0	0		1981	Firmicutes		1979	1	1	23241376			1841		1		Korea Institute of Ocean Science & Technology	78.0x	454			Lactococcus garvieae			Lg-ilsanpaik-gs201105	1363	131567::2::1783272::1239::91061::186826::1300::1357::1363	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus garvieae	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus garvieae	Mesophilic		47			
1366.4	sample_type:cell culture				GCA_002310475.1	HGAP v. 3.0	PRJNA404006	SAMN07627433				2288	1		100	1.5	1	Bacilli	98.2	2017-02-01	2017	Lactococcus_raffinolactis	2017-09-18T00:00:00Z	1	2217417	3				2017-09-29T00:30:22.178Z	2017-09-29T00:30:22.178Z			Streptococcaceae	97.3	39.74	CP023392,CP023393,CP023394	1366.4	2292235	Lactococcus raffinolactis strain WiKim0068	Good		Complete	Lactococcus	South Korea:Gwangju							886	0.39		South Korea		kimchi	Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2288	Firmicutes	2	2275	0.99	1				2187		6		world institute of kimchi		PacBio			Lactococcus raffinolactis			WiKim0068	1366	131567::2::1783272::1239::91061::186826::1300::1357::1366	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus raffinolactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus raffinolactis			55			
1364.29							PRJEB11218	SAMEA4356845				2229	0.99		100	1.5	1	Bacilli	97.8			Lactococcus_piscium	2016-07-28T00:00:00Z	1	2236873	2				2017-05-30T05:41:45.220Z	2017-05-30T05:41:45.220Z			Streptococcaceae	96.7	38.7	LT603685,LT603686	1364.29	2257066	Lactococcus piscium strain CNCM I-4031	Good		Complete	Lactococcus								842	0.38					Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2229	Firmicutes	1	2222	1	1				2229		10		INRA ONIRIS					Lactococcus piscium			CNCM I-4031	1364	131567::2::1783272::1239::91061::186826::1300::1357::1364	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus piscium	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus piscium			56			
1364.34	collected_by:Stephane Chaillou				GCA_900205905.1		PRJEB21911	SAMEA104226448				2281	1.01		100	1.5		Bacilli	97.6	2013	2013	Lactococcus_piscium	2017-10-28T00:00:00Z	11	71847	68			CIP:110937	2017-11-24T17:34:13.391Z	2017-11-24T17:34:13.391Z			Streptococcaceae	96.5	38.58	OBKP01000000	1364.34	2265163	Lactococcus piscium strain CMTALT17	Good		WGS	Lactococcus								922	0.4	isolated from a vacuum-packed beef carpaccio			Beef carpaccio	Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2281	Firmicutes		2281	1	1				2276		3		INRA					Lactococcus piscium			CMTALT17	1364	131567::2::1783272::1239::91061::186826::1300::1357::1364	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus piscium	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus piscium			46			
203404.4	sample_type:whole organism				GCA_002441785.1	SOAPdenovo v. 2	PRJNA270383	SAMN03267156				2768	1.14		100	0.6		Bacilli	99.6			Lactococcus_lactis_subsp_hordniae	2017-10-04T00:00:00Z	13	76584	101				2017-11-23T02:49:33.576Z	2017-11-23T02:49:33.576Z			Streptococcaceae	98.4	34.81	JXKA01000000	203404.4	2431289	Lactococcus lactis subsp. hordniae strain DSM 20450	Good		WGS	Lactococcus							leafhopper	996	0.36					Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2768	Firmicutes		2768	1	1				2623		4		Inner Mongolia Agricultural University	100x	Illumina MiSeq; Illumina HiSeq			Lactococcus lactis subsp. hordniae			DSM 20450	203404	131567::2::1783272::1239::91061::186826::1300::1357::1358::203404	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. hordniae	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. hordniae			47			
1348656.3					GCF_001591725.1	newbler v. 3.0	PRJDB1322	SAMD00046911				2756	1.13		100	0.6		Bacilli	99.6			Lactococcus_lactis_subsp_hordniae_NBRC_100931	2016-02-27T00:00:00Z	13	77574	73			NBRC:100931	2016-03-18T18:41:05.983Z	2016-03-18T18:41:05.983Z			Streptococcaceae	98.4	34.82	BCVL00000000	1348656.3	2428279	Lactococcus lactis subsp. hordniae NBRC 100931	Good		WGS	Lactococcus		Positive						981	0.36					Bacteria					No				Lactobacillales						PATRIC@patricbrc.org			0	0		2760	Firmicutes		2756	1	1						4		National Institute of Technology and Evaluation	132x	454 GS-FLX Titanium; Illumina HiSeq			Lactococcus lactis subsp. hordniae			NBRC 100931	1348656	131567::2::1783272::1239::91061::186826::1300::1357::1358::203404::1348656	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. hordniae::Lactococcus lactis subsp. hordniae NBRC 100931	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. hordniae; Lactococcus lactis subsp. hordniae NBRC 100931			53			
1122154.9	sample_type:whole organism				GCA_002441885.1	SOAPdenovo v. 2	PRJNA270383	SAMN03267149				2270	1.03		97.7	0		Bacilli	98.2			Lactococcus_chungangensis_CAU_28_DSM_22330	2017-10-04T00:00:00Z	9	91773	86				2017-11-25T14:30:00.602Z	2017-11-25T14:30:00.602Z			Streptococcaceae	97.1	38.67	JXJT01000000	1122154.9	2203491	Lactococcus chungangensis CAU 28 = DSM 22330	Good		WGS	Lactococcus	South Korea							952	0.42		South Korea		foam sample taken from an activated sludge wastewater treatment plant	Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2270	Firmicutes		2269	1	1				2148		3		Inner Mongolia Agricultural University	100x	Illumina MiSeq; Illumina HiSeq			Lactococcus chungangensis			DSM 22330	1122154	131567::2::1783272::1239::91061::186826::1300::1357::451457::1122154	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus chungangensis::Lactococcus chungangensis CAU 28 = DSM 22330	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus chungangensis; Lactococcus chungangensis CAU 28 = DSM 22330			39			
1358.141	sample_type:cell culture::collected_by:Sonja Blasche				GCA_002276835.1	SPAdes v. 3.10.0	PRJNA375758	SAMN06718499				3043	1.08		100	1.1		Bacilli	99.9	2016	2016	Lactococcus_lactis	2017-08-29T00:00:00Z	7	139020	136				2017-09-28T21:27:21.054Z	2017-09-28T21:27:21.054Z			Streptococcaceae	99.6	34.83	NCXC00000000	1358.141	2823671	Lactococcus lactis strain KR	Good		WGS	Lactococcus	Germany							1170	0.38		Germany		kefir	Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		3043	Firmicutes		3018	0.99	1				2872		1		EMBL	128.9x	Illumina HiSeq			Lactococcus lactis			KR	1358	131567::2::1783272::1239::91061::186826::1300::1357::1358	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis			56			
1283280.3					GCA_000447985.1	Celera Assembler v. 6.1	PRJNA175672	SAMN02472114	diacetylactis			2659	1.04	Cocci	100	1.1	0	Bacilli	99.7			Lactococcus_lactis_subsp_lactis_bv_diacetylactis_str_TIFN4	2013-08-19T00:00:00Z	22	36233	182				2014-12-08T22:11:55.406Z	2015-03-16T03:17:09.594Z			Streptococcaceae	99.2	35	ATBD00000000	1283280.3	2550393	Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN4	Good		WGS	Lactococcus	Netherlands	Positive						764	0.29	isolated from a natural starter culture used in cheese manufacturing	Netherlands		propagated starter culture used in cheese manufacturing; cheese starter	Bacteria						PRJNA175672			Lactobacillales	Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN4					PATRIC		317921	0	0		2659	Firmicutes	0	2659	1	1			-	2598		20		Top Institute Food and Nutrition	29.0x	454	WGS		Lactococcus lactis subsp. lactis			TIFN4	1283280	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::44688::1283280	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis bv. diacetylactis::Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN4	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis bv. diacetylactis; Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN4	Mesophilic		59			
1360.117	sample_type:cell culture				GCF_001456855.1	IDBA-UD v. 1.1.1	PRJNA294255	SAMN04026655				2682	1.07		100	0.5		Bacilli	99.9	2014	2014	Lactococcus_lactis_subsp_lactis	2015-12-04T00:00:00Z	14	51401	213				2016-01-30T12:36:27.358Z	2016-01-30T12:36:27.358Z			Streptococcaceae	99.2	35.01	LKLY01000000	1360.117	2498421	Lactococcus lactis subsp. lactis strain UC317	Good		WGS	Lactococcus	Netherlands							873	0.33		Netherlands		Dairy starter	Bacteria								C	Lactobacillales						PATRIC@patricbrc.org			0	0		2683	Firmicutes		2674	1	1				2559		5		Radboudumc	50.0x	Illumina HiSeq			Lactococcus lactis subsp. lactis			UC317	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis			54			
1360.91					GCA_000807375.1	Newbler v. v2.7	PRJNA267741	SAMN03200076				2500	1		100	0.5	1	Bacilli	99.9	1995-10	1995	Lactococcus_lactis_subsp_lactis	2014-12-23T00:00:00Z	1	2488699	1				2015-03-12T13:42:41.165Z	2015-03-16T03:17:09.594Z			Streptococcaceae	99.1	35.23	CP010050.1	1360.91	2488699	Lactococcus lactis subsp. lactis S0	Good		Complete	Lactococcus	China							719	0.29		China		fresh raw milk	Bacteria									Lactobacillales						PATRIC			0	0		2500	Firmicutes		2500	1	1	-		NZ_CP010050.1	2280		19		Institute of Microbiology		454			Lactococcus lactis subsp. lactis			S0	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis			63			
1348632.3					GCA_001591745.1	newbler v. 3.0	PRJDB1323	SAMD00046919				1904	0.96		100	0		Bacilli	97.6			Lactococcus_plantarum_NBRC_100936	2016-02-27T00:00:00Z	6	159696	46			NBRC:100936	2016-03-18T19:11:17.269Z	2016-03-18T19:11:17.269Z			Streptococcaceae	96.8	36.73	BCVM00000000	1348632.3	1977763	Lactococcus plantarum NBRC 100936	Good		WGS	Lactococcus		Positive						672	0.35					Bacteria					No				Lactobacillales						PATRIC@patricbrc.org			0	0		1904	Firmicutes		1904	1	1						2		National Institute of Technology and Evaluation	99x	Illumina HiSeq 1000			Lactococcus plantarum			NBRC 100936	1348632	131567::2::1783272::1239::91061::186826::1300::1357::1365::1348632	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus plantarum::Lactococcus plantarum NBRC 100936	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus plantarum; Lactococcus plantarum NBRC 100936	Mesophilic		28			
1408260.3					GCA_000488975.1	Edena v. v3.130110	PRJNA222498	SAMN02370934	biovar diacetylactis			2733	1.05		100	0.5	0	Bacilli	99.7			Lactococcus_lactis_subsp_lactis_bv_diacetylactis_str_LD61	2013-10-30T00:00:00Z	14	48246	132			 	2014-12-08T22:11:55.385Z	2015-03-16T03:17:09.594Z			Streptococcaceae	99	35	AXZK00000000	1408260.3	2599239	Lactococcus lactis subsp. lactis bv. diacetylactis str. LD61	Good		WGS	Lactococcus	France							832	0.3		France		starter culture for dairy fermentation	Bacteria						PRJNA222498			Lactobacillales	Lactococcus lactis subsp. lactis bv. diacetylactis str. LD61					PATRIC		318276	0	0		2733	Firmicutes	0	2717	0.99	1			-	2601		8		Geneva University Hospitals, Genomic Research Laboratory.	290.0x	Illumina HiSeq	WGS		Lactococcus lactis subsp. lactis			LD61	1408260	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::44688::1408260	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis bv. diacetylactis::Lactococcus lactis subsp. lactis bv. diacetylactis str. LD61	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis bv. diacetylactis; Lactococcus lactis subsp. lactis bv. diacetylactis str. LD61			53			
1390360.3					GCA_000493355.1		PRJNA225464	SAMEA2272647				2686	1.03		100	0.5	0	Bacilli	99.8			Lactococcus_lactis_subsp_lactis_Dephy_1	2013-10-22T00:00:00Z	6	160394	62			 	2014-12-08T22:11:55.317Z	2015-03-16T03:17:09.594Z			Streptococcaceae	99	35.1	CBUJ00000000	1390360.3	2602750	Lactococcus lactis subsp. lactis Dephy 1	Good		WGS	Lactococcus								870	0.32					Bacteria						PRJEB4823			Lactobacillales	Lactococcus lactis subsp. lactis Dephy 1					PATRIC		312570	0	0		2686	Firmicutes	0	2658	0.99	1			-	2686		5		INRA-MIG			WGS		Lactococcus lactis subsp. lactis				1390360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::1390360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis Dephy 1	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis Dephy 1			53			
